rank,pow_id,chain_tx_count,mempool_tx_count,total_tx_count,address_role,address,owner_address,receive_address,confirmed,created_at,registry_txid
68,one@proofofwork.me,12,0,12,receive,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,true,2026-05-09T21:57:35.000Z,b557995b1f8a93c21864d84f76ce6a1fd05a276f88b89b3f618759962a8a5417
69,ordi@proofofwork.me,12,0,12,receive,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,true,2026-05-08T20:28:43.000Z,5ea48555efd9c64c4a831014d0dc18b29e6b7e0c4ce5699f043e8aa0ec60897d
70,ordinal@proofofwork.me,12,0,12,receive,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,true,2026-05-09T21:57:35.000Z,644e684711058394a3f13256cc651b386ad48c2524e61f83cc4ba5be77c56f19
71,proof@proofofwork.me,12,0,12,receive,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,true,2026-05-08T20:38:14.000Z,9f8580868e66b03378e11976da94d606d47dec480560cdffbf6be4aadfe889b8
72,proofofwork@proofofwork.me,12,0,12,receive,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,bc1q5tcu3rssms66qth42upe5savm7npqztznclslj,true,2026-05-08T20:38:14.000Z,5a8f9a7d085239cccb5eff8492027fc1cf22417bd4d1c1011bee3430d408386b
73,sats@proofofwork.me,11,0,11,receive,bc1p8m24m3ycx2awggnlp4ljh0m8l54985scfwshet9zdg4qtf80udhqkwrx0c,bc1p8m24m3ycx2awggnlp4ljh0m8l54985scfwshet9zdg4qtf80udhqkwrx0c,bc1p8m24m3ycx2awggnlp4ljh0m8l54985scfwshet9zdg4qtf80udhqkwrx0c,true,2026-05-08T05:45:36.000Z,f226dfa265ed88d21a4bf08ae2d04ea17080af7cd54997e322b4222d1324680d
74,trump@proofofwork.me,11,0,11,receive,bc1p8m24m3ycx2awggnlp4ljh0m8l54985scfwshet9zdg4qtf80udhqkwrx0c,bc1p8m24m3ycx2awggnlp4ljh0m8l54985scfwshet9zdg4qtf80udhqkwrx0c,bc1p8m24m3ycx2awggnlp4ljh0m8l54985scfwshet9zdg4qtf80udhqkwrx0c,true,2026-05-08T05:45:36.000Z,7d156fcad1c3cc0a044685246cc6e125010cc26c4b5ddbd0b86cb79855c16218
75,armyofyouth@proofofwork.me,10,2,12,receive,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,true,2026-05-07T23:58:29.000Z,a8622941a8ac1ed6ac8a8df58ce40795fc7d97b3615d81e9dc23ca6c0cf820fa
76,bitcoin@proofofwork.me,10,2,12,receive,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,1F1p9UEHuH5KTFR7Zsx93Khdrqhj6t5nFv,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,true,2026-05-11T02:14:14.000Z,be8ca5de70f5c82956cf23568d7d113bab2fd2ce70a583c595bc4fcd07555c9c
77,satoshin@proofofwork.me,10,2,12,receive,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,1KNkUBREnfno2BeV7QsBf8XCWZN6YFfxPH,true,2026-05-07T23:58:29.000Z,74312caa53ee552d2ff85944d99e700fe313208378db17506b490f0e99349b0f
78,agent@proofofwork.me,7,0,7,receive,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,true,2026-05-09T07:36:19.000Z,d1d6485d76573d78523c2b19b66d616826b52c0bb15537b07ece6a50252304c4
79,nft@proofofwork.me,7,0,7,receive,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,true,2026-05-09T07:51:42.000Z,74c4bfe8fa8c5e020c6cce956cc2208ce0e89fe476f3eb3a8b1b9c08877dc4dc
80,pinoratiko@proofofwork.me,7,0,7,receive,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,bc1p8ddc3s6z09ktchgdxxht8l0tt7gs7jn90w004uw2hrxuue39lp7qlxrd3q,true,2026-05-08T15:23:52.000Z,7ddb3999829fee28d2457daf3212394055eb41aa2296bcc31bee2dda08a88c79
81,hodl@proofofwork.me,6,0,6,receive,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,true,2026-05-09T07:13:47.000Z,a7402b488fe723871ee6c470e94a8b16722ef27f0b3e91e450c9deb6856a3637
82,pow@proofofwork.me,6,0,6,receive,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,true,2026-05-08T15:23:52.000Z,588d7b052da4de76be500963b5313a9ce4934fca908237b9004a6efcc0868b8f
83,soul@proofofwork.me,6,0,6,receive,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,bc1pxhs9y9ryqnhm05lyv794f6upzk0mtu2zct5w2hgc2vm3d58pvcqspptre0,true,2026-05-09T07:42:55.000Z,dd0cdf82c983a98b9c93bd23d866ece9ddac0e77b5e89eb3e95a799565defaa8
84,10@proofofwork.me,4,0,4,receive,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,true,2026-05-10T12:03:09.000Z,11bc834668e3d066616dbd192a3020b08c82b050c07b29e293bf48db19015b41
85,67@proofofwork.me,4,0,4,receive,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,true,2026-05-10T11:40:29.000Z,046a755de17fa026a1eed21c29417ed02332b93d084f42bdf6592efc5a5a348a
86,bet@proofofwork.me,4,0,4,receive,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,true,2026-05-09T07:42:55.000Z,df34594644b5833fdbeb6829fea83a871f26f21ecf2ca44edc25c98dacc6c03c
87,bip@proofofwork.me,4,0,4,receive,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,true,2026-05-10T07:36:33.000Z,c7afef4d4c8eba4eb1d549766442071113c5a3aca629905394515168c55e626e
88,bip39@proofofwork.me,4,0,4,receive,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,bc1pgr3qfswxtes89rk7l6hhhrf690g2uz9e0254pt7sfswc8w96n26s5v89zk,true,2026-05-10T07:36:33.000Z,c1eec8c2e14fc7cfc238a14b020d70d47efa1ad81671c4794944480c8e5002cd
89,bybit@proofofwork.me,4,0,4,receive,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,bc1p842ssjzrs4qgrpeqeykjz7s5xr3jeakfc8nguc2kn8lplf8gdyeqtey3lk,true,2026-05-10T12:32:40.000Z,ca10244caedffaac0484f266a2f57ff10d391ce1494b47a1b8e0c8091d3d89ea
90,testdummy@proofofwork.me,4,0,4,receive,1447TsdXtFSnVrWawSamyyQKPDNW4ALtBT,1447TsdXtFSnVrWawSamyyQKPDNW4ALtBT,1447TsdXtFSnVrWawSamyyQKPDNW4ALtBT,true,2026-05-11T11:57:11.000Z,da77c38e8df8dd8242464ff384394882d57471a19961655da4cda240286007b1
91,defi@proofofwork.me,3,0,3,receive,bc1pfw9ekm8z4gsqq7846fykmp68du2t6v9thxkyl89uvx7japu4d8hslcxf8a,bc1pfw9ekm8z4gsqq7846fykmp68du2t6v9thxkyl89uvx7japu4d8hslcxf8a,bc1pfw9ekm8z4gsqq7846fykmp68du2t6v9thxkyl89uvx7japu4d8hslcxf8a,true,2026-05-09T07:40:59.000Z,d6f96760573e34effdfc6f63a29f914fbf87e62c023e2ac89406b93f3835dcc8
92,punk@proofofwork.me,3,0,3,receive,bc1pfw9ekm8z4gsqq7846fykmp68du2t6v9thxkyl89uvx7japu4d8hslcxf8a,bc1pfw9ekm8z4gsqq7846fykmp68du2t6v9thxkyl89uvx7japu4d8hslcxf8a,bc1pfw9ekm8z4gsqq7846fykmp68du2t6v9thxkyl89uvx7japu4d8hslcxf8a,true,2026-05-10T07:36:33.000Z,cb40767e25fdf7e9ab3f027abdfcb57795743ab9e2df9cf398a9365b7f712f0d
93,pk@proofofwork.me,2,0,2,receive,bc1pslhh88wrn9gyvx47p2nev6yu43al3v2mcpqjpez4ecstjxz0hhrsz4ntqs,bc1pslhh88wrn9gyvx47p2nev6yu43al3v2mcpqjpez4ecstjxz0hhrsz4ntqs,bc1pslhh88wrn9gyvx47p2nev6yu43al3v2mcpqjpez4ecstjxz0hhrsz4ntqs,true,2026-05-11T16:15:13.000Z,54f8612e44d9fba26eca74afb5f487498287cbfe280f544a7b038591afc41294
94,openagentdevelopmentstandard@proofofwork.me,0,0,0,receive,1Bor9jhF1k4D3CocM4iLoaLUqmF1Zty9vv,1F1p9UEHuH5KTFR7Zsx93Khdrqhj6t5nFv,1Bor9jhF1k4D3CocM4iLoaLUqmF1Zty9vv,true,2026-05-10T08:16:36.000Z,a2c361db796a55a09f652550c0abf0e83c2089be05b3b35af6790851a469b924
